"uri","righteyex","righteyey","lefteyex","lefteyey"
"nd1/Fall2002/2002-323/04481d47.JPG",700,435,793,437
"nd1/Fall2002/2002-323/04495d40.JPG",707,899,986,860
"nd1/Fall2002/2002-323/04495d41.JPG",747,905,1021,861
"nd1/Fall2002/2002-323/04495d44.JPG",613,663,702,653
"nd1/Fall2002/2002-323/04495d45.JPG",608,655,701,648
"nd1/Fall2002/2002-323/04496d24.JPG",949,791,1222,765
"nd1/Fall2002/2002-323/04496d25.JPG",944,795,1218,772
"nd1/Fall2002/2002-323/04496d28.JPG",613,417,701,402
"nd1/Fall2002/2002-323/04496d29.JPG",580,416,673,410
"nd1/Fall2002/2002-323/04509d36.JPG",571,988,832,980
"nd1/Fall2002/2002-323/04509d37.JPG",573,995,834,984
"nd1/Fall2002/2002-323/04509d38.JPG",660,420,751,425
"nd1/Fall2002/2002-323/04509d39.JPG",656,436,746,435
"nd1/Fall2002/2002-323/04513d36.JPG",674,743,953,699
"nd1/Fall2002/2002-323/04513d37.JPG",674,736,949,703
"nd1/Fall2002/2002-323/04513d38.JPG",627,478,729,469
"nd1/Fall2002/2002-323/04513d39.JPG",619,477,716,469
"nd1/Fall2002/2002-323/04548d18.JPG",916,1226,1218,1234
"nd1/Fall2002/2002-323/04548d19.JPG",924,1233,1223,1236
"nd1/Fall2002/2002-323/04548d22.JPG",655,545,753,542
"nd1/Fall2002/2002-323/04548d23.JPG",673,553,774,559
"nd1/Fall2002/2002-323/04563d32.JPG",691,634,950,610
"nd1/Fall2002/2002-323/04563d33.JPG",718,639,980,625
"nd1/Fall2002/2002-323/04563d34.JPG",709,222,796,215
"nd1/Fall2002/2002-323/04563d35.JPG",716,227,803,218
"nd1/Fall2002/2002-323/04580d26.JPG",678,824,959,800
"nd1/Fall2002/2002-323/04580d27.JPG",732,808,1009,790
"nd1/Fall2002/2002-323/04580d28.JPG",714,421,810,415
"nd1/Fall2002/2002-323/04580d29.JPG",723,427,816,423
"nd1/Fall2002/2002-324/04203d114.JPG",718,948,990,942
"nd1/Fall2002/2002-324/04203d115.JPG",697,943,976,930
"nd1/Fall2002/2002-324/04203d116.JPG",1095,854,1214,853
"nd1/Fall2002/2002-324/04203d117.JPG",1081,854,1204,853
"nd1/Fall2002/2002-324/04212d120.JPG",880,1004,1143,1006
"nd1/Fall2002/2002-324/04212d121.JPG",920,977,1188,992
"nd1/Fall2002/2002-324/04212d122.JPG",1123,521,1240,523
"nd1/Fall2002/2002-324/04212d123.JPG",1144,520,1262,526
"nd1/Fall2002/2002-324/04227d110.JPG",562,1080,840,1076
"nd1/Fall2002/2002-324/04227d111.JPG",480,1127,759,1120
"nd1/Fall2002/2002-324/04227d112.JPG",1052,792,1178,789
"nd1/Fall2002/2002-324/04227d113.JPG",1061,794,1188,792
"nd1/Fall2002/2002-324/04228d122.JPG",790,856,1056,850
"nd1/Fall2002/2002-324/04228d123.JPG",707,844,972,830
"nd1/Fall2002/2002-324/04228d124.JPG",1106,884,1233,882
"nd1/Fall2002/2002-324/04228d125.JPG",1137,890,1265,892
"nd1/Fall2002/2002-324/04229d122.JPG",766,832,1069,815
"nd1/Fall2002/2002-324/04229d123.JPG",772,826,1074,816
"nd1/Fall2002/2002-324/04229d124.JPG",1150,855,1283,860
"nd1/Fall2002/2002-324/04229d125.JPG",1148,860,1285,861
"nd1/Fall2002/2002-324/04256d106.JPG",645,870,901,872
"nd1/Fall2002/2002-324/04256d107.JPG",627,874,884,881
"nd1/Fall2002/2002-324/04256d108.JPG",1101,456,1224,458
"nd1/Fall2002/2002-324/04256d109.JPG",1103,456,1230,458
"nd1/Fall2002/2002-324/04282d48.JPG",673,1302,934,1277
"nd1/Fall2002/2002-324/04282d49.JPG",715,1291,983,1278
"nd1/Fall2002/2002-324/04282d50.JPG",1018,1011,1118,1004
"nd1/Fall2002/2002-324/04282d51.JPG",1055,1006,1151,1005
"nd1/Fall2002/2002-324/04305d62.JPG",768,1120,1002,1099
"nd1/Fall2002/2002-324/04305d63.JPG",774,1129,1011,1104
"nd1/Fall2002/2002-324/04305d66.JPG",1150,862,1257,854
"nd1/Fall2002/2002-324/04305d67.JPG",1153,862,1260,857
"nd1/Fall2002/2002-324/04311d22.JPG",764,582,1026,568
"nd1/Fall2002/2002-324/04311d23.JPG",561,594,821,566
"nd1/Fall2002/2002-324/04311d26.JPG",1080,582,1205,581
"nd1/Fall2002/2002-324/04311d27.JPG",1080,581,1211,580
"nd1/Fall2002/2002-324/04319d55.JPG",559,788,848,778
"nd1/Fall2002/2002-324/04319d56.JPG",560,798,845,786
"nd1/Fall2002/2002-324/04319d59.JPG",1124,445,1255,438
"nd1/Fall2002/2002-324/04319d60.JPG",1108,444,1242,436
"nd1/Fall2002/2002-324/04320d30.JPG",637,1410,917,1364
"nd1/Fall2002/2002-324/04320d31.JPG",620,1407,898,1359
"nd1/Fall2002/2002-324/04320d34.JPG",1083,890,1208,877
"nd1/Fall2002/2002-324/04320d35.JPG",1088,889,1214,876
"nd1/Fall2002/2002-324/04322d58.JPG",773,1046,1042,1033
"nd1/Fall2002/2002-324/04322d59.JPG",782,1056,1047,1043
"nd1/Fall2002/2002-324/04322d62.JPG",1121,526,1248,525
"nd1/Fall2002/2002-324/04322d63.JPG",1123,534,1249,532
"nd1/Fall2002/2002-324/04326d64.JPG",772,1134,1006,1126
"nd1/Fall2002/2002-324/04326d65.JPG",747,1154,981,1144
"nd1/Fall2002/2002-324/04326d66.JPG",1108,784,1217,781
"nd1/Fall2002/2002-324/04326d67.JPG",1113,787,1223,783
"nd1/Fall2002/2002-324/04331d10.JPG",762,813,1016,807
"nd1/Fall2002/2002-324/04331d11.JPG",777,819,1033,817
"nd1/Fall2002/2002-324/04331d14.JPG",1178,435,1301,437
"nd1/Fall2002/2002-324/04331d15.JPG",1155,423,1275,419
"nd1/Fall2002/2002-324/04335d66.JPG",842,989,1085,960
"nd1/Fall2002/2002-324/04335d67.JPG",824,1007,1071,984
"nd1/Fall2002/2002-324/04335d68.JPG",1115,573,1232,563
"nd1/Fall2002/2002-324/04335d69.JPG",1139,580,1258,571
"nd1/Fall2002/2002-324/04336d30.JPG",665,1247,917,1226
"nd1/Fall2002/2002-324/04336d31.JPG",646,1263,897,1247
"nd1/Fall2002/2002-324/04336d32.JPG",1018,909,1135,894
"nd1/Fall2002/2002-324/04336d33.JPG",1015,917,1131,903
"nd1/Fall2002/2002-324/04341d22.JPG",860,764,1102,754
"nd1/Fall2002/2002-324/04341d23.JPG",850,771,1098,764
"nd1/Fall2002/2002-324/04341d24.JPG",1087,859,1198,854
"nd1/Fall2002/2002-324/04341d25.JPG",1072,875,1189,870
"nd1/Fall2002/2002-324/04352d16.JPG",902,1048,1137,1048
"nd1/Fall2002/2002-324/04352d17.JPG",887,1070,1116,1071
"nd1/Fall2002/2002-324/04352d18.JPG",1105,528,1228,523
"nd1/Fall2002/2002-324/04352d19.JPG",1118,532,1236,528
"nd1/Fall2002/2002-324/04361d34.JPG",721,923,985,916
"nd1/Fall2002/2002-324/04361d35.JPG",709,933,972,924
"nd1/Fall2002/2002-324/04361d38.JPG",1016,525,1135,521
"nd1/Fall2002/2002-324/04361d39.JPG",1021,528,1139,523
"nd1/Fall2002/2002-324/04369d24.JPG",692,948,950,912
"nd1/Fall2002/2002-324/04369d25.JPG",690,941,949,908
"nd1/Fall2002/2002-324/04369d28.JPG",1040,298,1157,283
"nd1/Fall2002/2002-324/04369d29.JPG",1041,301,1156,287
"nd1/Fall2002/2002-324/04378d10.JPG",749,1062,996,1060
"nd1/Fall2002/2002-324/04378d11.JPG",763,1077,1002,1082
"nd1/Fall2002/2002-324/04378d14.JPG",1026,624,1117,621
"nd1/Fall2002/2002-324/04378d15.JPG",1055,649,1146,645
"nd1/Fall2002/2002-324/04388d12.JPG",697,996,942,973
"nd1/Fall2002/2002-324/04388d13.JPG",726,1015,972,996
"nd1/Fall2002/2002-324/04388d14.JPG",1072,528,1206,511
"nd1/Fall2002/2002-324/04388d15.JPG",1057,532,1192,520
"nd1/Fall2002/2002-324/04395d41.JPG",678,1111,932,1089
"nd1/Fall2002/2002-324/04395d42.JPG",671,1127,928,1106
"nd1/Fall2002/2002-324/04395d43.JPG",1122,547,1233,541
"nd1/Fall2002/2002-324/04395d44.JPG",1113,535,1230,532
"nd1/Fall2002/2002-324/04407d32.JPG",758,827,1032,822
"nd1/Fall2002/2002-324/04407d33.JPG",734,846,1004,838
"nd1/Fall2002/2002-324/04407d34.JPG",1029,722,1128,720
"nd1/Fall2002/2002-324/04407d35.JPG",1041,726,1137,726
"nd1/Fall2002/2002-324/04408d32.JPG",735,1079,979,1067
"nd1/Fall2002/2002-324/04408d33.JPG",741,1113,988,1101
"nd1/Fall2002/2002-324/04408d34.JPG",1095,756,1211,754
"nd1/Fall2002/2002-324/04408d35.JPG",1097,763,1212,762
"nd1/Fall2002/2002-324/04410d19.JPG",746,1218,1011,1200
"nd1/Fall2002/2002-324/04410d20.JPG",731,1243,1001,1219
"nd1/Fall2002/2002-324/04410d23.JPG",1024,776,1141,773
"nd1/Fall2002/2002-324/04410d24.JPG",1046,781,1165,777
"nd1/Fall2002/2002-324/04415d60.JPG",723,612,979,597
"nd1/Fall2002/2002-324/04415d61.JPG",748,608,995,589
"nd1/Fall2002/2002-324/04415d64.JPG",1257,870,1386,865
"nd1/Fall2002/2002-324/04415d65.JPG",1252,867,1386,863
"nd1/Fall2002/2002-324/04419d26.JPG",623,593,888,584
"nd1/Fall2002/2002-324/04419d27.JPG",585,590,856,576
"nd1/Fall2002/2002-324/04419d30.JPG",1177,864,1299,859
"nd1/Fall2002/2002-324/04419d31.JPG",1195,862,1316,852
"nd1/Fall2002/2002-324/04432d40.JPG",797,1131,1060,1141
"nd1/Fall2002/2002-324/04432d41.JPG",807,1127,1068,1139
"nd1/Fall2002/2002-324/04432d44.JPG",996,429,1115,436
"nd1/Fall2002/2002-324/04432d45.JPG",1113,438,1234,447
"nd1/Fall2002/2002-324/04436d48.JPG",712,827,958,811
"nd1/Fall2002/2002-324/04436d49.JPG",669,820,913,802
"nd1/Fall2002/2002-324/04436d50.JPG",1123,879,1237,875
"nd1/Fall2002/2002-324/04436d51.JPG",1124,879,1235,872
"nd1/Fall2002/2002-324/04437d12.JPG",456,819,717,822
"nd1/Fall2002/2002-324/04437d13.JPG",453,825,715,830
"nd1/Fall2002/2002-324/04437d16.JPG",1123,769,1199,772
"nd1/Fall2002/2002-324/04437d17.JPG",1116,773,1190,777
"nd1/Fall2002/2002-324/04442d54.JPG",777,1055,1074,1043
"nd1/Fall2002/2002-324/04442d55.JPG",766,1058,1057,1052
"nd1/Fall2002/2002-324/04442d56.JPG",1210,894,1339,902
"nd1/Fall2002/2002-324/04442d57.JPG",1198,895,1328,899
"nd1/Fall2002/2002-324/04473d42.JPG",763,1058,1014,1045
"nd1/Fall2002/2002-324/04473d43.JPG",765,1063,1022,1045
"nd1/Fall2002/2002-324/04473d44.JPG",1061,564,1171,562
"nd1/Fall2002/2002-324/04473d45.JPG",1067,569,1175,564
"nd1/Fall2002/2002-324/04485d16.JPG",724,737,996,720
"nd1/Fall2002/2002-324/04485d17.JPG",723,745,996,729
"nd1/Fall2002/2002-324/04485d20.JPG",1154,697,1279,694
"nd1/Fall2002/2002-324/04485d21.JPG",1144,700,1269,695
"nd1/Fall2002/2002-324/04487d24.JPG",633,1227,878,1215
"nd1/Fall2002/2002-324/04487d25.JPG",626,1217,875,1205
"nd1/Fall2002/2002-324/04487d28.JPG",1141,900,1256,894
"nd1/Fall2002/2002-324/04487d29.JPG",1132,904,1251,898
"nd1/Fall2002/2002-324/04493d26.JPG",635,732,899,708
"nd1/Fall2002/2002-324/04493d27.JPG",650,747,911,729
"nd1/Fall2002/2002-324/04493d30.JPG",1177,827,1295,819
"nd1/Fall2002/2002-324/04493d31.JPG",1184,838,1300,837
"nd1/Fall2002/2002-324/04511d16.JPG",793,937,1077,916
"nd1/Fall2002/2002-324/04511d17.JPG",804,910,1084,900
"nd1/Fall2002/2002-324/04511d20.JPG",1145,389,1266,388
"nd1/Fall2002/2002-324/04511d21.JPG",1120,410,1246,403
"nd1/Fall2002/2002-324/04514d36.JPG",692,919,956,919
"nd1/Fall2002/2002-324/04514d37.JPG",691,920,956,916
"nd1/Fall2002/2002-324/04514d40.JPG",1098,653,1216,656
"nd1/Fall2002/2002-324/04514d41.JPG",1093,660,1212,661
"nd1/Fall2002/2002-324/04515d68.JPG",578,1152,841,1133
"nd1/Fall2002/2002-324/04515d69.JPG",601,1152,869,1136
"nd1/Fall2002/2002-324/04515d70.JPG",1210,781,1323,779
"nd1/Fall2002/2002-324/04515d71.JPG",1171,767,1286,768
"nd1/Fall2002/2002-324/04535d08.JPG",753,857,994,855
"nd1/Fall2002/2002-324/04535d09.JPG",755,874,995,872
"nd1/Fall2002/2002-324/04535d12.JPG",1121,745,1236,746
"nd1/Fall2002/2002-324/04535d13.JPG",1156,744,1275,744
"nd1/Fall2002/2002-324/04537d48.JPG",750,1089,1032,1093
"nd1/Fall2002/2002-324/04537d49.JPG",710,1095,999,1101
"nd1/Fall2002/2002-324/04537d50.JPG",1049,447,1170,458
"nd1/Fall2002/2002-324/04537d51.JPG",1083,562,1172,569
"nd1/Fall2002/2002-324/04558d50.JPG",828,942,1096,932
"nd1/Fall2002/2002-324/04558d51.JPG",798,939,1068,928
"nd1/Fall2002/2002-324/04558d52.JPG",1094,363,1222,361
"nd1/Fall2002/2002-324/04558d53.JPG",1058,352,1187,352
"nd1/Fall2002/2002-324/04564d38.JPG",761,911,1011,915
"nd1/Fall2002/2002-324/04564d39.JPG",739,962,995,965
"nd1/Fall2002/2002-324/04564d40.JPG",1079,533,1195,537
"nd1/Fall2002/2002-324/04564d41.JPG",1074,536,1188,542
"nd1/Fall2002/2002-324/04572d24.JPG",709,694,961,693
"nd1/Fall2002/2002-324/04572d25.JPG",699,697,949,700
"nd1/Fall2002/2002-324/04572d26.JPG",1116,928,1233,932
"nd1/Fall2002/2002-324/04572d27.JPG",1110,911,1224,915
"nd1/Fall2002/2002-324/04579d66.JPG",716,1060,965,1054
"nd1/Fall2002/2002-324/04579d67.JPG",678,1068,925,1059
"nd1/Fall2002/2002-324/04579d70.JPG",1017,728,1131,723
"nd1/Fall2002/2002-324/04579d71.JPG",1014,726,1125,720
"nd1/Fall2002/2002-325/04207d120.JPG",681,1149,950,1133
"nd1/Fall2002/2002-325/04207d121.JPG",658,1124,913,1108
"nd1/Fall2002/2002-325/04207d122.JPG",693,520,792,515
"nd1/Fall2002/2002-325/04207d123.JPG",689,520,787,514
"nd1/Fall2002/2002-325/04217d126.JPG",669,785,931,762
"nd1/Fall2002/2002-325/04217d127.JPG",648,806,906,783
"nd1/Fall2002/2002-325/04217d128.JPG",741,512,840,507
"nd1/Fall2002/2002-325/04217d129.JPG",730,506,829,499
"nd1/Fall2002/2002-325/04219d126.JPG",726,831,1008,803
"nd1/Fall2002/2002-325/04219d127.JPG",714,825,992,798
"nd1/Fall2002/2002-325/04219d128.JPG",690,511,797,508
"nd1/Fall2002/2002-325/04219d129.JPG",703,516,814,511
"nd1/Fall2002/2002-325/04233d96.JPG",689,937,967,919
"nd1/Fall2002/2002-325/04233d97.JPG",682,935,962,926
"nd1/Fall2002/2002-325/04233d98.JPG",757,406,856,403
"nd1/Fall2002/2002-325/04233d99.JPG",755,408,852,406
"nd1/Fall2002/2002-325/04265d104.JPG",853,735,1112,717
"nd1/Fall2002/2002-325/04265d105.JPG",860,766,1113,741
"nd1/Fall2002/2002-325/04265d106.JPG",794,492,885,484
"nd1/Fall2002/2002-325/04265d107.JPG",783,484,879,486
"nd1/Fall2002/2002-325/04273d76.JPG",731,574,990,559
"nd1/Fall2002/2002-325/04273d77.JPG",697,571,963,557
"nd1/Fall2002/2002-325/04273d78.JPG",782,403,876,404
"nd1/Fall2002/2002-325/04273d79.JPG",779,411,872,411
"nd1/Fall2002/2002-325/04279d68.JPG",800,914,1042,910
"nd1/Fall2002/2002-325/04279d69.JPG",760,981,1006,974
"nd1/Fall2002/2002-325/04279d70.JPG",774,513,859,512
"nd1/Fall2002/2002-325/04279d71.JPG",795,519,883,518
"nd1/Fall2002/2002-325/04282d52.JPG",675,934,941,914
"nd1/Fall2002/2002-325/04282d53.JPG",745,924,1015,905
"nd1/Fall2002/2002-325/04282d56.JPG",758,652,854,653
"nd1/Fall2002/2002-325/04282d57.JPG",768,658,866,658
"nd1/Fall2002/2002-325/04295d56.JPG",709,952,958,935
"nd1/Fall2002/2002-325/04295d57.JPG",702,942,952,916
"nd1/Fall2002/2002-325/04295d58.JPG",816,589,910,582
"nd1/Fall2002/2002-325/04295d59.JPG",811,592,901,580
"nd1/Fall2002/2002-325/04299d48.JPG",632,818,866,819
"nd1/Fall2002/2002-325/04299d49.JPG",628,819,859,825
"nd1/Fall2002/2002-325/04299d52.JPG",790,375,882,380
"nd1/Fall2002/2002-325/04299d53.JPG",787,381,877,385
"nd1/Fall2002/2002-325/04300d40.JPG",753,789,1012,794
"nd1/Fall2002/2002-325/04300d41.JPG",743,785,1002,798
"nd1/Fall2002/2002-325/04300d44.JPG",722,459,815,465
"nd1/Fall2002/2002-325/04300d45.JPG",755,450,849,457
"nd1/Fall2002/2002-325/04302d30.JPG",804,804,1059,808
"nd1/Fall2002/2002-325/04302d31.JPG",797,798,1051,805
"nd1/Fall2002/2002-325/04302d34.JPG",744,613,840,606
"nd1/Fall2002/2002-325/04302d35.JPG",732,611,830,606
"nd1/Fall2002/2002-325/04323d14.JPG",751,791,1013,787
"nd1/Fall2002/2002-325/04323d15.JPG",747,804,1007,798
"nd1/Fall2002/2002-325/04323d16.JPG",729,384,819,384
"nd1/Fall2002/2002-325/04323d17.JPG",740,399,833,396
"nd1/Fall2002/2002-325/04326d68.JPG",827,751,1063,741
"nd1/Fall2002/2002-325/04326d69.JPG",813,753,1049,742
"nd1/Fall2002/2002-325/04326d72.JPG",775,668,867,665
"nd1/Fall2002/2002-325/04326d73.JPG",781,668,878,669
"nd1/Fall2002/2002-325/04339d34.JPG",649,780,901,768
"nd1/Fall2002/2002-325/04339d35.JPG",666,798,920,791
"nd1/Fall2002/2002-325/04339d36.JPG",767,427,864,425
"nd1/Fall2002/2002-325/04339d37.JPG",773,432,869,426
"nd1/Fall2002/2002-325/04365d68.JPG",823,821,1098,807
"nd1/Fall2002/2002-325/04365d69.JPG",751,832,1030,817
"nd1/Fall2002/2002-325/04365d70.JPG",758,380,862,380
"nd1/Fall2002/2002-325/04365d71.JPG",748,382,850,382
"nd1/Fall2002/2002-325/04366d38.JPG",817,552,1070,540
"nd1/Fall2002/2002-325/04366d39.JPG",808,593,1054,571
"nd1/Fall2002/2002-325/04366d40.JPG",787,607,879,603
"nd1/Fall2002/2002-325/04366d41.JPG",788,614,883,610
"nd1/Fall2002/2002-325/04367d42.JPG",750,797,978,816
"nd1/Fall2002/2002-325/04367d43.JPG",760,799,984,818
"nd1/Fall2002/2002-325/04367d46.JPG",731,613,814,619
"nd1/Fall2002/2002-325/04367d47.JPG",715,615,798,621
"nd1/Fall2002/2002-325/04372d16.JPG",808,714,1054,698
"nd1/Fall2002/2002-325/04372d17.JPG",841,702,1089,687
"nd1/Fall2002/2002-325/04372d20.JPG",775,643,864,640
"nd1/Fall2002/2002-325/04372d21.JPG",790,649,880,647
"nd1/Fall2002/2002-325/04374d32.JPG",772,1101,1018,1087
"nd1/Fall2002/2002-325/04374d33.JPG",766,1096,1013,1083
"nd1/Fall2002/2002-325/04374d34.JPG",757,538,858,533
"nd1/Fall2002/2002-325/04374d35.JPG",787,546,887,544
"nd1/Fall2002/2002-325/04395d45.JPG",760,635,1013,621
"nd1/Fall2002/2002-325/04395d46.JPG",737,656,985,640
"nd1/Fall2002/2002-325/04395d49.JPG",677,342,772,339
"nd1/Fall2002/2002-325/04395d50.JPG",776,348,870,352
"nd1/Fall2002/2002-325/04403d26.JPG",602,883,858,877
"nd1/Fall2002/2002-325/04403d27.JPG",694,890,949,881
"nd1/Fall2002/2002-325/04403d28.JPG",784,633,880,635
"nd1/Fall2002/2002-325/04403d29.JPG",772,639,866,640
"nd1/Fall2002/2002-325/04404d30.JPG",745,830,998,831
"nd1/Fall2002/2002-325/04404d31.JPG",741,825,984,833
"nd1/Fall2002/2002-325/04404d34.JPG",773,643,861,643
"nd1/Fall2002/2002-325/04404d35.JPG",762,644,852,645
"nd1/Fall2002/2002-325/04409d42.JPG",738,1017,1025,981
"nd1/Fall2002/2002-325/04409d43.JPG",711,1023,999,995
"nd1/Fall2002/2002-325/04409d46.JPG",735,528,835,529
"nd1/Fall2002/2002-325/04409d47.JPG",725,535,827,524
"nd1/Fall2002/2002-325/04412d48.JPG",766,786,1032,761
"nd1/Fall2002/2002-325/04412d49.JPG",584,811,849,783
"nd1/Fall2002/2002-325/04412d52.JPG",736,644,828,636
"nd1/Fall2002/2002-325/04412d53.JPG",723,653,820,651
"nd1/Fall2002/2002-325/04422d36.JPG",750,820,1029,800
"nd1/Fall2002/2002-325/04422d37.JPG",765,820,1048,803
"nd1/Fall2002/2002-325/04422d40.JPG",784,492,886,488
"nd1/Fall2002/2002-325/04422d41.JPG",783,498,884,491
"nd1/Fall2002/2002-325/04423d68.JPG",699,621,926,615
"nd1/Fall2002/2002-325/04423d69.JPG",674,661,897,653
"nd1/Fall2002/2002-325/04423d70.JPG",761,555,844,550
"nd1/Fall2002/2002-325/04423d71.JPG",788,534,872,524
"nd1/Fall2002/2002-325/04425d18.JPG",691,587,923,565
"nd1/Fall2002/2002-325/04425d19.JPG",706,606,939,583
"nd1/Fall2002/2002-325/04425d20.JPG",763,685,862,682
"nd1/Fall2002/2002-325/04425d21.JPG",751,688,853,683
"nd1/Fall2002/2002-325/04427d12.JPG",782,959,1038,953
"nd1/Fall2002/2002-325/04427d13.JPG",796,953,1045,947
"nd1/Fall2002/2002-325/04427d16.JPG",748,651,850,655
"nd1/Fall2002/2002-325/04427d17.JPG",757,654,854,657
"nd1/Fall2002/2002-325/04430d30.JPG",633,862,854,844
"nd1/Fall2002/2002-325/04430d31.JPG",765,847,988,828
"nd1/Fall2002/2002-325/04430d32.JPG",798,262,892,259
"nd1/Fall2002/2002-325/04430d33.JPG",807,264,902,260
"nd1/Fall2002/2002-325/04433d48.JPG",678,911,939,886
"nd1/Fall2002/2002-325/04433d49.JPG",639,879,894,849
"nd1/Fall2002/2002-325/04433d52.JPG",724,520,819,516
"nd1/Fall2002/2002-325/04433d53.JPG",715,517,810,506
"nd1/Fall2002/2002-325/04449d48.JPG",792,822,1044,816
"nd1/Fall2002/2002-325/04449d49.JPG",787,816,1035,814
"nd1/Fall2002/2002-325/04449d52.JPG",707,482,801,487
"nd1/Fall2002/2002-325/04449d53.JPG",775,483,868,485
"nd1/Fall2002/2002-325/04454d16.JPG",910,696,1193,692
"nd1/Fall2002/2002-325/04454d17.JPG",875,719,1158,698
"nd1/Fall2002/2002-325/04454d20.JPG",787,657,888,659
"nd1/Fall2002/2002-325/04454d21.JPG",801,653,905,658
"nd1/Fall2002/2002-325/04463d24.JPG",810,779,1083,756
"nd1/Fall2002/2002-325/04463d25.JPG",816,790,1091,766
"nd1/Fall2002/2002-325/04463d28.JPG",780,372,876,368
"nd1/Fall2002/2002-325/04463d29.JPG",770,379,866,373
"nd1/Fall2002/2002-325/04467d20.JPG",668,1001,952,989
"nd1/Fall2002/2002-325/04467d21.JPG",668,1018,948,1006
"nd1/Fall2002/2002-325/04467d22.JPG",670,585,786,582
"nd1/Fall2002/2002-325/04467d23.JPG",667,605,781,606
"nd1/Fall2002/2002-325/04472d36.JPG",640,845,898,830
"nd1/Fall2002/2002-325/04472d37.JPG",617,846,884,831
"nd1/Fall2002/2002-325/04472d38.JPG",699,510,803,506
"nd1/Fall2002/2002-325/04472d39.JPG",696,514,797,513
"nd1/Fall2002/2002-325/04478d42.JPG",770,955,1034,937
"nd1/Fall2002/2002-325/04478d43.JPG",794,963,1060,941
"nd1/Fall2002/2002-325/04478d44.JPG",758,486,851,481
"nd1/Fall2002/2002-325/04478d45.JPG",771,495,864,487
"nd1/Fall2002/2002-325/04494d38.JPG",636,765,895,757
"nd1/Fall2002/2002-325/04494d39.JPG",563,779,820,763
"nd1/Fall2002/2002-325/04494d40.JPG",694,661,791,661
"nd1/Fall2002/2002-325/04494d41.JPG",693,637,789,640
"nd1/Fall2002/2002-325/04505d18.JPG",735,877,1009,869
"nd1/Fall2002/2002-325/04505d19.JPG",730,886,1004,877
"nd1/Fall2002/2002-325/04505d22.JPG",761,353,853,355
"nd1/Fall2002/2002-325/04505d23.JPG",760,360,855,361
"nd1/Fall2002/2002-325/04506d16.JPG",820,948,1057,926
"nd1/Fall2002/2002-325/04506d17.JPG",816,950,1053,927
"nd1/Fall2002/2002-325/04506d20.JPG",777,354,867,344
"nd1/Fall2002/2002-325/04506d21.JPG",796,355,887,352
"nd1/Fall2002/2002-325/04507d34.JPG",803,1100,1051,1100
"nd1/Fall2002/2002-325/04507d35.JPG",771,1103,1024,1099
"nd1/Fall2002/2002-325/04507d38.JPG",761,614,857,619
"nd1/Fall2002/2002-325/04507d39.JPG",756,615,850,619
"nd1/Fall2002/2002-325/04516d42.JPG",711,699,985,681
"nd1/Fall2002/2002-325/04516d43.JPG",693,697,972,677
"nd1/Fall2002/2002-325/04516d46.JPG",719,429,814,426
"nd1/Fall2002/2002-325/04516d47.JPG",686,419,786,415
"nd1/Fall2002/2002-325/04520d44.JPG",724,508,979,502
"nd1/Fall2002/2002-325/04520d45.JPG",728,528,973,525
"nd1/Fall2002/2002-325/04520d46.JPG",765,551,865,555
"nd1/Fall2002/2002-325/04520d47.JPG",777,556,878,559
"nd1/Fall2002/2002-325/04524d36.JPG",693,708,938,690
"nd1/Fall2002/2002-325/04524d37.JPG",667,706,915,684
"nd1/Fall2002/2002-325/04524d40.JPG",715,719,802,714
"nd1/Fall2002/2002-325/04524d41.JPG",710,732,797,727
"nd1/Fall2002/2002-325/04525d56.JPG",838,619,1107,602
"nd1/Fall2002/2002-325/04525d57.JPG",826,631,1100,606
"nd1/Fall2002/2002-325/04525d58.JPG",726,572,822,570
"nd1/Fall2002/2002-325/04525d59.JPG",729,546,819,540
"nd1/Fall2002/2002-325/04527d50.JPG",575,580,852,557
"nd1/Fall2002/2002-325/04527d51.JPG",584,675,862,649
"nd1/Fall2002/2002-325/04527d52.JPG",680,464,777,456
"nd1/Fall2002/2002-325/04527d53.JPG",664,474,769,463
"nd1/Fall2002/2002-325/04533d20.JPG",805,761,1077,734
"nd1/Fall2002/2002-325/04533d21.JPG",812,764,1089,736
"nd1/Fall2002/2002-325/04533d24.JPG",726,613,824,609
"nd1/Fall2002/2002-325/04533d25.JPG",731,619,828,614
"nd1/Fall2002/2002-325/04545d48.JPG",758,1010,1000,1002
"nd1/Fall2002/2002-325/04545d49.JPG",772,1005,1014,999
"nd1/Fall2002/2002-325/04545d52.JPG",765,359,852,356
"nd1/Fall2002/2002-325/04545d53.JPG",774,353,863,352
"nd1/Fall2002/2002-325/04549d30.JPG",689,997,955,1003
"nd1/Fall2002/2002-325/04549d31.JPG",683,1001,944,1008
"nd1/Fall2002/2002-325/04549d34.JPG",736,563,829,569
"nd1/Fall2002/2002-325/04549d35.JPG",732,567,834,568
"nd1/Fall2002/2002-325/04551d66.JPG",755,887,1013,879
"nd1/Fall2002/2002-325/04551d67.JPG",727,889,988,881
"nd1/Fall2002/2002-325/04551d70.JPG",734,673,824,679
"nd1/Fall2002/2002-325/04551d71.JPG",727,677,812,679
"nd1/Fall2002/2002-325/04557d54.JPG",742,948,1014,934
"nd1/Fall2002/2002-325/04557d55.JPG",718,957,989,942
